run_number,run_id,seed,persona,outcome,failure_type,failure_detail,auto_explore_terminal_reason,duration_seconds,deepest_floor,floors_visited,monsters_killed,items_picked_up,potions_used,portals_used,tiles_explored,steps_taken,floor_count,avg_etp_per_floor,bot_steps,bot_floors,bot_actions,bot_contexts,bot_reasons,exception,timestamp,final_hp,final_max_hp,final_hp_percent,potions_remaining_on_death
11,18a59cef31fb4d319a6dcd4b5ab07b99,179408038,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.35,1,1,3,7,0,0,600,89,1,0.0,94,1,"{'start_auto_explore': 62, 'move': 23, 'noop': 1, 'pickup': 7, 'abort': 1}","{'in_explore': 63, 'in_combat': 24, 'auto_explore_active': 61, 'visible_enemies_turns': 24, 'low_hp': 89, 'in_loot': 7, 'floor_complete': 1}","{'explore': 62, 'combat_engage': 23, 'idle': 1, 'loot': 7, 'no_stairs': 1}",,2025-12-12T17:46:10.236601,-2,56,-0.03571428571428571,
12,d92b4ff4416245879d95757c91c87951,181811938,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.13,1,1,3,7,0,0,600,121,1,0.0,123,1,"{'start_auto_explore': 82, 'move': 32, 'noop': 1, 'pickup': 7, 'abort': 1}","{'in_explore': 83, 'in_combat': 33, 'auto_explore_active': 81, 'visible_enemies_turns': 33, 'low_hp': 117, 'in_loot': 7, 'floor_complete': 1}","{'explore': 82, 'combat_engage': 32, 'idle': 1, 'loot': 7, 'no_stairs': 1}",,2025-12-12T17:46:13.419040,-6,56,-0.10714285714285714,
13,89b2beca67214586b2bcb2ce32561fbe,184994910,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.96,1,1,3,7,0,0,600,109,1,0.0,116,1,"{'start_auto_explore': 83, 'move': 24, 'noop': 1, 'pickup': 7, 'abort': 1}","{'in_explore': 84, 'in_combat': 25, 'auto_explore_active': 82, 'visible_enemies_turns': 25, 'low_hp': 108, 'in_loot': 7, 'floor_complete': 1}","{'explore': 83, 'combat_engage': 24, 'idle': 1, 'loot': 7, 'no_stairs': 1}",,2025-12-12T17:46:16.427763,0,56,0.0,
14,8099b139db654689ad466d87eec10e20,188003228,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.13,1,1,3,5,0,0,600,82,1,0.0,85,1,"{'start_auto_explore': 57, 'move': 21, 'noop': 1, 'pickup': 5, 'abort': 1}","{'in_explore': 58, 'in_combat': 22, 'auto_explore_active': 56, 'visible_enemies_turns': 22, 'low_hp': 78, 'in_loot': 5, 'floor_complete': 1}","{'explore': 57, 'combat_engage': 21, 'idle': 1, 'loot': 5, 'no_stairs': 1}",,2025-12-12T17:46:18.611612,-4,56,-0.07142857142857142,
15,3da9942994f54e899b285a1079b4ec8a,190187422,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,3.02,1,1,3,7,0,0,600,116,1,0.0,119,1,"{'start_auto_explore': 82, 'move': 28, 'noop': 1, 'pickup': 7, 'abort': 1}","{'in_explore': 83, 'in_combat': 29, 'auto_explore_active': 81, 'visible_enemies_turns': 29, 'low_hp': 111, 'in_loot': 7, 'floor_complete': 1}","{'explore': 82, 'combat_engage': 28, 'idle': 1, 'loot': 7, 'no_stairs': 1}",,2025-12-12T17:46:21.686264,-6,56,-0.10714285714285714,
16,2b4f873a61654f428d7481e156adee54,193261847,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.37,1,1,3,6,0,0,600,95,1,0.0,99,1,"{'start_auto_explore': 63, 'move': 28, 'noop': 1, 'pickup': 6, 'abort': 1}","{'in_explore': 64, 'in_combat': 29, 'auto_explore_active': 62, 'visible_enemies_turns': 29, 'low_hp': 92, 'in_loot': 6, 'floor_complete': 1}","{'explore': 63, 'combat_engage': 28, 'idle': 1, 'loot': 6, 'no_stairs': 1}",,2025-12-12T17:46:24.117768,-1,56,-0.017857142857142856,
17,b732fc0dcc6c4b28913e1b384cded6d4,195693257,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.06,1,1,3,5,0,0,600,79,1,0.0,82,1,"{'start_auto_explore': 57, 'move': 18, 'noop': 1, 'pickup': 5, 'abort': 1}","{'in_explore': 58, 'in_combat': 19, 'auto_explore_active': 56, 'visible_enemies_turns': 19, 'low_hp': 77, 'in_loot': 5, 'floor_complete': 1}","{'explore': 57, 'combat_engage': 18, 'idle': 1, 'loot': 5, 'no_stairs': 1}",,2025-12-12T17:46:26.234206,-10,56,-0.17857142857142858,
18,d23a59dcc39f4d1ebee354f9d1532e71,197809522,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.96,1,1,3,7,0,0,600,110,1,0.0,116,1,"{'start_auto_explore': 84, 'move': 23, 'noop': 1, 'pickup': 7, 'abort': 1}","{'in_explore': 85, 'in_combat': 24, 'auto_explore_active': 83, 'visible_enemies_turns': 24, 'low_hp': 110, 'in_loot': 7, 'floor_complete': 1}","{'explore': 84, 'combat_engage': 23, 'idle': 1, 'loot': 7, 'no_stairs': 1}",,2025-12-12T17:46:29.245752,-3,56,-0.05357142857142857,
19,ec638d2f660443179ebc3104341c97db,200823528,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.33,1,1,3,5,0,0,600,88,1,0.0,93,1,"{'start_auto_explore': 58, 'move': 28, 'noop': 1, 'pickup': 5, 'abort': 1}","{'in_explore': 59, 'in_combat': 29, 'auto_explore_active': 57, 'visible_enemies_turns': 29, 'low_hp': 88, 'in_loot': 5, 'floor_complete': 1}","{'explore': 58, 'combat_engage': 28, 'idle': 1, 'loot': 5, 'no_stairs': 1}",,2025-12-12T17:46:31.628289,-4,56,-0.07142857142857142,
20,9fb02e053a9a4f8b8065f1017d255210,203203628,balanced,no_stairs,no_stairs,no_stairs,all_areas_explored,2.89,1,1,3,6,0,0,600,108,1,0.0,113,1,"{'start_auto_explore': 83, 'move': 22, 'noop': 1, 'pickup': 6, 'abort': 1}","{'in_explore': 84, 'in_combat': 23, 'auto_explore_active': 82, 'visible_enemies_turns': 23, 'low_hp': 107, 'in_loot': 6, 'floor_complete': 1}","{'explore': 83, 'combat_engage': 22, 'idle': 1, 'loot': 6, 'no_stairs': 1}",,2025-12-12T17:46:34.571047,-1,56,-0.017857142857142856,
