run_number,run_id,seed,persona,outcome,failure_type,failure_detail,auto_explore_terminal_reason,duration_seconds,deepest_floor,floors_visited,monsters_killed,items_picked_up,potions_used,portals_used,tiles_explored,steps_taken,floor_count,avg_etp_per_floor,bot_steps,bot_floors,bot_actions,bot_contexts,bot_reasons,exception,timestamp,final_hp,final_max_hp,final_hp_percent,potions_remaining_on_death
11,803828d6f4cc4ecbb389bac3ebeb0fa0,1521499446,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,43.49,3,3,13,27,3,0,125,1195,3,350.0,1254,3,"{'start_auto_explore': 770, 'move': 452, 'pickup': 27, 'drink_potion': 3, 'take_stairs': 2}","{'in_explore': 953, 'in_combat': 274, 'auto_explore_active': 857, 'visible_enemies_turns': 329, 'in_loot': 27, 'low_hp': 22, 'floor_complete': 227}","{'explore': 770, 'combat_engage': 270, 'loot': 27, 'heal_low_hp': 3, 'navigate': 182, 'descend': 2}",,2025-12-12T21:08:11.359960,56,56,1.0,
12,46ab7df24928429086390e1ea58e5c35,1565519805,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,52.82,3,3,15,35,5,0,77,1398,3,353.0,1461,3,"{'start_auto_explore': 1082, 'move': 337, 'pickup': 35, 'drink_potion': 5, 'take_stairs': 2}","{'in_explore': 1157, 'in_combat': 269, 'auto_explore_active': 1148, 'visible_enemies_turns': 287, 'in_loot': 35, 'low_hp': 62, 'floor_complete': 134}","{'explore': 1082, 'combat_engage': 263, 'loot': 35, 'heal_low_hp': 5, 'navigate': 74, 'descend': 2}",,2025-12-12T21:09:04.752673,39,56,0.6964285714285714,
13,ec125e82e0ca4487aec9a6acdc9eda7e,1618911785,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,10.34,1,1,4,14,1,0,1448,294,1,174.0,339,1,"{'start_auto_explore': 283, 'move': 40, 'pickup': 14, 'drink_potion': 1, 'abort': 1}","{'in_explore': 284, 'in_combat': 41, 'auto_explore_active': 271, 'visible_enemies_turns': 46, 'in_loot': 14, 'low_hp': 9}","{'explore': 283, 'combat_engage': 40, 'loot': 14, 'heal_low_hp': 1, 'stuck_movement_blocked': 1}",,2025-12-12T21:09:15.410898,34,56,0.6071428571428571,
14,edef14929aaa455293bdd1a9d0f535d3,1629568270,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,5.01,1,1,2,4,1,0,815,139,1,232.0,170,1,"{'start_auto_explore': 133, 'move': 31, 'pickup': 4, 'drink_potion': 1, 'abort': 1}","{'in_explore': 134, 'auto_explore_active': 132, 'visible_enemies_turns': 39, 'in_combat': 32, 'in_loot': 4, 'low_hp': 7}","{'explore': 133, 'combat_engage': 31, 'loot': 4, 'heal_low_hp': 1, 'stuck_movement_blocked': 1}",,2025-12-12T21:09:20.823194,52,56,0.9285714285714286,
15,24b25c19a37a456fa0bda0d360914e6a,1634980421,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,29.98,3,3,9,17,2,0,75,799,3,359.0,845,3,"{'start_auto_explore': 536, 'pickup': 17, 'move': 288, 'drink_potion': 2, 'take_stairs': 2}","{'in_explore': 655, 'auto_explore_active': 586, 'in_loot': 17, 'in_combat': 173, 'visible_enemies_turns': 214, 'low_hp': 40, 'floor_complete': 175}","{'explore': 536, 'loot': 17, 'combat_engage': 171, 'heal_low_hp': 2, 'navigate': 117, 'descend': 2}",,2025-12-12T21:09:51.082991,56,56,1.0,
16,9a4b65fee76745b6a24c49f310acaecf,1665241041,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,52.56,3,3,14,33,4,0,136,1402,3,393.0,1475,3,"{'start_auto_explore': 1064, 'move': 370, 'pickup': 33, 'noop': 2, 'drink_potion': 4, 'take_stairs': 2}","{'in_explore': 1177, 'in_combat': 264, 'auto_explore_active': 1098, 'visible_enemies_turns': 324, 'in_loot': 34, 'low_hp': 127, 'floor_complete': 190}","{'explore': 1064, 'combat_engage': 258, 'loot': 33, 'idle': 2, 'heal_low_hp': 4, 'navigate': 112, 'descend': 2}",,2025-12-12T21:10:44.261595,25,56,0.44642857142857145,
17,599d197729054916985603d34c958e30,1718421463,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,53.62,3,3,15,42,4,0,105,1464,3,379.33,1561,3,"{'start_auto_explore': 992, 'move': 521, 'pickup': 42, 'drink_potion': 4, 'take_stairs': 2}","{'in_explore': 1020, 'auto_explore_active': 1124, 'visible_enemies_turns': 400, 'in_combat': 499, 'in_loot': 42, 'low_hp': 15, 'floor_complete': 247}","{'explore': 992, 'combat_engage': 493, 'loot': 42, 'heal_low_hp': 4, 'navigate': 28, 'descend': 2}",,2025-12-12T21:11:38.508434,56,56,1.0,
18,06c6d9c42fdc4ab292468a5d048d6b71,1772668403,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,other,8.47,1,1,3,8,0,0,1445,257,1,261.0,279,1,"{'start_auto_explore': 228, 'move': 42, 'pickup': 8, 'abort': 1}","{'in_explore': 228, 'in_combat': 43, 'auto_explore_active': 233, 'visible_enemies_turns': 50, 'in_loot': 8}","{'explore': 228, 'combat_engage': 42, 'loot': 8, 'stuck_movement_blocked': 1}",,2025-12-12T21:11:47.428168,26,56,0.4642857142857143,
19,c278736a18ae42ba8954304b3deb8b36,1781585345,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,8.65,1,1,6,14,2,0,1172,272,1,493.0,307,1,"{'start_auto_explore': 214, 'move': 76, 'pickup': 14, 'drink_potion': 2, 'abort': 1}","{'in_explore': 215, 'in_combat': 78, 'auto_explore_active': 235, 'visible_enemies_turns': 84, 'in_loot': 14, 'low_hp': 10}","{'explore': 214, 'combat_engage': 76, 'loot': 14, 'heal_low_hp': 2, 'stuck_movement_blocked': 1}",,2025-12-12T21:11:56.867998,51,56,0.9107142857142857,
20,7bf137ecbe464ab8ac7d8c389e7305b6,1791025638,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,39.94,3,3,11,31,5,0,112,1078,3,369.67,1162,3,"{'start_auto_explore': 677, 'pickup': 31, 'move': 447, 'drink_potion': 5, 'take_stairs': 2}","{'in_explore': 803, 'auto_explore_active': 845, 'in_loot': 31, 'visible_enemies_turns': 356, 'in_combat': 328, 'low_hp': 22, 'floor_complete': 127}","{'explore': 677, 'loot': 31, 'combat_engage': 323, 'heal_low_hp': 5, 'navigate': 124, 'descend': 2}",,2025-12-12T21:12:37.343540,56,56,1.0,
21,643aa4e248fb4b7daf7b584e1d06ef36,1831502949,balanced,no_stairs,no_stairs,"no_stairs:unreachable_at_(93, 5)",all_areas_explored,39.36,2,2,7,29,2,0,783,1104,2,211.0,1181,2,"{'start_auto_explore': 852, 'pickup': 29, 'move': 296, 'drink_potion': 2, 'take_stairs': 1, 'abort': 1}","{'in_explore': 1042, 'auto_explore_active': 845, 'in_loot': 29, 'in_combat': 110, 'visible_enemies_turns': 232, 'low_hp': 11, 'floor_complete': 201}","{'explore': 852, 'loot': 29, 'combat_engage': 107, 'heal_low_hp': 2, 'navigate': 189, 'descend': 1, 'no_stairs:unreachable_at_(93, 5)': 1}",,2025-12-12T21:13:17.024465,34,56,0.6071428571428571,
22,bdb3b4868cab42cb9ae3fe9b88b369d3,1871183288,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,34.38,3,3,10,23,3,0,83,918,3,374.0,976,3,"{'start_auto_explore': 599, 'pickup': 23, 'move': 346, 'noop': 3, 'drink_potion': 3, 'take_stairs': 2}","{'in_explore': 632, 'auto_explore_active': 726, 'in_loot': 23, 'in_combat': 321, 'visible_enemies_turns': 279, 'low_hp': 37, 'floor_complete': 116}","{'explore': 599, 'loot': 23, 'combat_engage': 314, 'idle': 3, 'heal_low_hp': 3, 'navigate': 32, 'descend': 2}",,2025-12-12T21:13:51.856030,56,56,1.0,
23,aba786628ad74c289395f592da782af0,1906014421,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,40.48,3,3,16,34,5,0,104,1134,3,447.33,1204,3,"{'start_auto_explore': 881, 'pickup': 34, 'move': 281, 'drink_potion': 5, 'noop': 1, 'take_stairs': 2}","{'in_explore': 926, 'auto_explore_active': 887, 'in_loot': 34, 'in_combat': 244, 'visible_enemies_turns': 229, 'low_hp': 43, 'floor_complete': 132}","{'explore': 881, 'loot': 34, 'combat_engage': 237, 'heal_low_hp': 5, 'idle': 1, 'navigate': 44, 'descend': 2}",,2025-12-12T21:14:32.867196,48,56,0.8571428571428571,
24,8ff276654b4b4264ad661ac6cafc1e45,1947026010,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,45.25,3,3,9,23,4,0,88,1231,3,376.67,1298,3,"{'start_auto_explore': 922, 'pickup': 23, 'move': 345, 'drink_potion': 4, 'noop': 2, 'take_stairs': 2}","{'in_explore': 1101, 'auto_explore_active': 953, 'in_loot': 23, 'in_combat': 174, 'visible_enemies_turns': 341, 'low_hp': 134, 'floor_complete': 194}","{'explore': 922, 'loot': 23, 'combat_engage': 167, 'heal_low_hp': 4, 'idle': 2, 'navigate': 178, 'descend': 2}",,2025-12-12T21:15:18.566510,32,56,0.5714285714285714,
25,552097214a094ed6aeb4725cec71273b,1992726202,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,51.0,3,3,14,24,2,0,96,1366,3,427.0,1424,3,"{'start_auto_explore': 849, 'move': 546, 'pickup': 24, 'drink_potion': 2, 'take_stairs': 2, 'noop': 1}","{'in_explore': 944, 'in_combat': 456, 'auto_explore_active': 939, 'visible_enemies_turns': 448, 'in_loot': 24, 'low_hp': 200, 'floor_complete': 359}","{'explore': 849, 'combat_engage': 451, 'loot': 24, 'heal_low_hp': 2, 'descend': 2, 'navigate': 95, 'idle': 1}",,2025-12-12T21:16:09.965657,26,56,0.4642857142857143,
26,0906d88ec98d4b7fada8610962aa26e6,2044125023,balanced,run_complete,none,Reached maximum floor limit,all_areas_explored,58.07,3,3,19,33,7,0,115,1539,3,461.0,1606,3,"{'start_auto_explore': 1106, 'move': 457, 'pickup': 33, 'drink_potion': 7, 'noop': 1, 'take_stairs': 2}","{'in_explore': 1157, 'in_combat': 416, 'auto_explore_active': 1202, 'visible_enemies_turns': 392, 'in_loot': 33, 'low_hp': 119, 'floor_complete': 205}","{'explore': 1106, 'combat_engage': 407, 'loot': 33, 'heal_low_hp': 7, 'idle': 1, 'navigate': 50, 'descend': 2}",,2025-12-12T21:17:08.743300,56,56,1.0,
27,e40e96c2b3a64b3ba92b91d33ab6d43b,2102903465,balanced,stuck,stuck_autoexplore,stuck_movement_blocked,movement_blocked,12.62,1,1,5,8,2,0,2231,358,1,290.0,381,1,"{'start_auto_explore': 276, 'move': 93, 'pickup': 8, 'drink_potion': 2, 'noop': 1, 'abort': 1}","{'in_explore': 276, 'auto_explore_active': 305, 'visible_enemies_turns': 109, 'in_combat': 96, 'in_loot': 9, 'low_hp': 27}","{'explore': 276, 'combat_engage': 93, 'loot': 8, 'heal_low_hp': 2, 'idle': 1, 'stuck_movement_blocked': 1}",,2025-12-12T21:17:21.878439,40,56,0.7142857142857143,
